ribs_su_clay,ribs_su_LC,ribs_E_clay,ribs_E_LC,ribs_L_col,ribs_L_rib,ribs_c_rib,ribs_d_rib,Leire1_GURsUARatio,Leire1_gammaFC,Leire2_GURsUARatio,Leire2_gammaFC,Leire1_sUARef,Leire2_sUARef,FoS interim,FoS end
30.99,330.17,6300,75000,21.81,24.99,1.55,0.6,700,0.9,700,1.0,30.99,30.99,1.433,2.101
44.24,248.51,6300,75000,14.96,22.58,1.49,0.6,700,0.9,700,1.0,44.24,44.24,1.577,2.402
37.64,187.96,6300,75000,16.87,18.32,2.85,0.6,700,0.9,700,1.0,37.64,37.64,1.396,2.137
29.6,324.74,6300,75000,18.87,27.9,2.7,0.6,700,0.9,700,1.0,29.6,29.6,1.353,2.081
24.81,290.95,6300,75000,20.51,26.24,2.66,0.6,700,0.9,700,1.0,24.81,24.81,1.234,1.923
48.39,331.28,6300,75000,18.47,18.33,1.94,0.6,700,0.9,700,1.0,48.39,48.39,1.714,2.493
40.08,245.1,6300,75000,23.54,15.63,1.5,0.6,700,0.9,700,1.0,40.08,40.08,1.617,2.287
39.46,247.78,6300,75000,14.77,18.94,1.83,0.6,700,0.9,700,1.0,39.46,39.46,1.397,2.176
52.76,291.29,6300,75000,21.31,23.97,2.66,0.6,700,0.9,700,1.0,52.76,52.76,1.97,2.737
42.1,203.5,6300,75000,23.79,23.26,2.16,0.6,700,0.9,700,1.0,42.1,42.1,1.754,2.492
25.38,339.11,6300,75000,21.28,20.26,1.98,0.6,700,0.9,700,1.0,25.38,25.38,1.207,1.839
38.19,251.59,6300,75000,20.66,19.94,1.6,0.6,700,0.9,700,1.0,38.19,38.19,1.524,2.242
40.54,251.02,6300,75000,15.82,17.64,1.38,0.6,700,0.9,700,1.0,40.54,40.54,1.443,2.204
48.76,226.73,6300,75000,17.58,26.18,1.07,0.6,700,0.9,700,1.0,48.76,48.76,1.8,2.624
27.33,188.81,6300,75000,24.8,25.23,1.43,0.6,700,0.9,700,1.0,27.33,27.33,1.419,2.076
29.15,312.37,6300,75000,21.88,22.65,1.53,0.6,700,0.9,700,1.0,29.15,29.15,1.358,2.028
35.9,185.9,6300,75000,19.22,16.7,2.8,0.6,700,0.9,700,1.0,35.9,35.9,1.391,2.091
33.0,292.63,6300,75000,22.25,17.36,1.34,0.6,700,0.9,700,1.0,33.0,33.0,1.415,2.068
30.22,179.45,6300,75000,24.73,18.81,1.41,0.6,700,0.9,700,1.0,30.22,30.22,1.424,2.034
37.45,233.27,6300,75000,21.56,27.1,1.99,0.6,700,0.9,700,1.0,37.45,37.45,1.617,2.364
41.96,286.45,6300,75000,23.51,23.53,2.6,0.6,700,0.9,700,1.0,41.96,41.96,1.742,2.492
45.29,336.96,6300,75000,16.93,18.53,1.18,0.6,700,0.9,700,1.0,45.29,45.29,1.601,2.376
39.19,269.77,6300,75000,21.38,21.92,2.62,0.6,700,0.9,700,1.0,39.19,39.19,1.59,2.321
40.24,211.81,6300,75000,21.4,20.2,1.45,0.6,700,0.9,700,1.0,40.24,40.24,1.599,2.337
32.24,314.51,6300,75000,15.49,16.45,2.48,0.6,700,0.9,700,1.0,32.24,32.24,1.198,1.894
23.61,315.05,6300,75000,17.91,20.9,1.18,0.6,700,0.9,700,1.0,23.61,23.61,1.078,1.731
38.74,323.31,6300,75000,22.15,26.81,1.64,0.6,700,0.9,700,1.0,38.74,38.74,1.668,2.427
41.4,335.88,6300,75000,22.7,21.35,1.56,0.6,700,0.9,700,1.0,41.4,41.4,1.678,2.376
30.51,304.83,6300,75000,19.95,24.76,1.35,0.6,700,0.9,700,1.0,30.51,30.51,1.372,2.041
29.74,180.97,6300,75000,19.5,22.54,1.66,0.6,700,0.9,700,1.0,29.74,29.74,1.316,1.997
44.41,236.27,6300,75000,18.17,26.13,1.95,0.6,700,0.9,700,1.0,44.41,44.41,1.698,2.514
50.71,205.9,6300,75000,23.63,20.08,2.14,0.6,700,0.9,700,1.0,50.71,50.71,1.94,2.677
